zip,latitude,longitude
57212,44.3694,-97.069
41333,37.5553,-83.7789
8241,39.5294,-74.4857
93278,36.3093,-119.314
17058,40.5727,-77.4248
25123,38.7463,-81.8897
32924,28.2621,-80.7063
97814,44.81,-117.74
49305,43.7507,-85.1516
14711,42.303,-78.1135
13204,43.0515,-76.1761
77664,30.598,-94.4461
66942,39.7841,-97.989
44440,41.1532,-80.8028
44890,41.0768,-82.7214
99207,47.6898,-117.387
98045,47.42538,-121.77678
77215,29.7359,-95.5209
48070,42.4814,-83.1681
6173,38.58629,-6.74873
23025,37.4125,-76.3754
3262,44.0023,-71.7388
77414,28.89554,-96.04802
67952,37.3115,-101.295
K0C 2H0,44.97493,-75.24372
12444,42.2715,-74.2819
49401,42.9675,-85.9508
17009,40.638,-77.5634
68640,41.5583,-97.7634
7112,40.7108,-74.2114
77475,29.4934,-96.6709
83271,42.4797,-112.863
N0B,43.69125,-80.44876
52333,41.8165,-91.4837
65638,36.9305,-92.3637
25637,37.8416,-82.0086
3754,43.3769,-72.1388
13639,44.2482,-75.1394
G1R 3V7,46.81388,-71.20798
10453,40.85159,-73.91541
38254,36.3799,-89.3535
28376,34.94211,-79.30309
72080,35.4046,-92.7987
44691,40.8061,-81.9813
38751,33.45095,-90.65509
31313,31.7841,-81.60761
50620,43.1557,-92.5945
11957,41.1442,-72.2776
52641,40.96558,-91.62377
97702,43.9679,-121.254
27892,35.85,-77.05
4442,45.4766,-69.7004
19710,39.7899,-75.5896
98194,47.6024,-122.326
K2P 1B6,45.41248,-75.68725
80808,39.0026,-104.316
T2T 0S9,51.03408,-114.11576
22118,38.8392,-77.3376
6259,41.869,-71.9903
52641,40.96,-91.54
75968,31.2142,-93.9683
15379,40.2429,-80.4275
41413,37.9857,-83.0909
76192,32.9302,-97.4358
30555,34.9638,-84.4338
19946,39.0347,-75.446
4270,44.14,-70.5
39437,31.5533,-89.2322
78154,29.55217,-98.26973
62094,39.2175,-89.3074
97007,45.4535,-122.876
69037,40.1635,-101.383
54157,45.0122,-87.741
1852,42.6317,-71.2957
67215,37.60698,-97.42732
23147,37.3672,-77.0414
93285,35.7321,-118.526
35040,33.04873,-86.75943
20242,38.9606,-77.042
64489,40.2746,-94.5407
56090,43.9796,-94.2465
69024,40.1758,-100.872
44195,41.5036,-81.6209
28333,35.2775,-78.0269
51046,42.9549,-95.7402
T2P 2T8,51.04862,-114.07085
46510,41.1086,-85.8535
53066,43.15483,-88.46945
45830,40.83339,-83.97661
74105,36.0973,-95.9627
83277,43.1908,-112.345
V0H,49.03009,-118.44514
92629,33.4774,-117.705
87111,35.132,-106.486
T2G 3A5,51.01859,-114.04343
26621,38.744,-80.5968
68778,42.8707,-99.8765
7465,41.0474,-74.2758
37773,36.3914,-83.5855
48640,43.5802,-84.3509
29474,32.945,-80.572
40745,37.0886,-84.1452
58542,46.0641,-99.941
29670,34.59538,-82.74986
74748,34.1226,-96.4062
86402,35.2028,-114.068
55427,45.0155,-93.3767
28071,35.516,-80.34
37130,35.8553,-86.3385
95645,38.8478,-121.681
43961,40.5204,-80.6284
47134,38.2868,-85.7329
5359,43.1371,-72.7155
20398,38.8764,-76.9938
65673,36.6239,-93.2085
11432,40.7153,-73.7933
64442,40.46,-93.98
98230,48.82567,-122.21599
71101,32.47,-93.79
52537,40.72159,-92.39124
91917,32.6077,-116.794
61049,42.0431,-89.0188
T2G 5E4,51.04428,-114.06153
67363,37.3269,-95.7154
54648,43.8107,-90.6848
784112,26.62828,92.40868
93707,36.7333,-119.784
13697,44.7476,-74.8044
37172,36.5251,-86.8621
29653,34.26345,-82.22623
83617,43.92489,-116.32874
48240,42.4239,-83.3013
48357,42.6632,-83.6457
66209,38.91196,-94.64969
28214,35.2755,-80.9673
81655,39.7239,-106.639
73859,36.096,-99.2339
43221,40.015,-83.0615
H3B 5L9,45.50295,-73.56961
98606,45.73873,-122.3712
64759,37.50276,-94.13091
59547,48.68518,-109.05622
53588,43.2261,-90.0542
30473,32.0551,-82.5241
99166,48.6538,-118.67
15760,40.6433,-78.801
3276,43.44,-71.58
43016,40.07097,-83.13139
47456,39.4355,-86.7884
55074,45.3892,-92.7331
83861,47.37667,-116.38337
95502,40.8025,-124.163
35894,34.6464,-86.751
47136,38.2335,-85.9541
20602,38.6008,-76.9053
53082,43.7506,-87.7146
24104,37.1414,-79.4769
45764,39.4502,-82.2473
93245,36.29,-119.82
46802,41.07,-85.13
26385,39.1567,-80.3538
95020,37.06,-121.55
934,18.4601,-66.1102
31316,31.87311,-81.77907
10171,40.7588,-73.9762
105 52,37.98381,23.72754
98577,46.68649,-123.73294
86514,36.9182,-109.331
68751,42.689,-96.9813
45105,38.7494,-83.6133
27958,36.4713,-76.1327
22241,38.8581,-77.0533
71369,30.9317,-91.8606
10710,-6.16001,106.82777
95464,39.1006,-122.838
98588,47.4507,-122.983
38949,34.1763,-89.3622
72370,35.75674,-90.05592
61054,42.0538,-89.4455
42541,37.3695,-84.8364
58214,47.89822,-97.45295
18767,41.2486,-75.8756
A0A,46.98054,-53.50992
49443,43.2345,-86.2484
99021,47.8577,-117.19
65747,36.6422,-93.633
15469,40.0298,-79.405
92117,32.8245,-117.2
98502,47.0419,-123.098
86337,35.1684,-113.094
B0N 2N0,45.06766,-63.71169
22205,38.8835,-77.1395
70585,30.8766,-92.4131
67882,37.8245,-99.9336
64756,37.6689,-94.0086
30302,33.7542,-84.3897
68971,40.1316,-99.2306
42544,37.0701,-84.793
91185,34.1681,-117.983
77320,30.85297,-95.40355
70450,30.9544,-90.2774
5479,44.8106,-73.0836
E8E 2B1,47.99038,-66.31649
75155,32.2245,-96.4054
29461,33.1483,-80.0528
60014,42.2284,-88.3202
50453,43.3645,-93.6465
58033,46.52,-97.93
18017,40.65944,-75.39951
37379,35.2359,-85.19079
63670,37.97866,-90.04756
75642,32.3685,-94.1826
45734,39.5989,-81.1873
92545,33.7381,-117.046
37388,35.3402,-86.229
24954,38.1354,-80.21313
27812,35.7717,-77.3769
53922,43.57245,-88.69163
48767,43.6418,-83.4599
81126,37.1617,-105.378
37179,35.812,-86.9532
T0J 3K0,50.45112,-111.65235
77844,30.5943,-96.3574
6890,41.1428,-73.2883
66552,39.6095,-95.6204
20880,39.1385,-77.1758
97476,42.8041,-124.323
6721,41.5579,-73.0604
95979,39.3318,-122.534
91980,32.5823,-116.621
58205,47.95252,-97.38245
10916,41.42565,-74.2946
68883,40.82,-98.59
76140,32.6316,-97.276
28330,34.9158,-79.8135
1844,42.71,-71.18
23067,37.8253,-78.0002
75152,32.4469,-96.6717
66524,38.8042,-95.5565
95004,36.9069,-121.63161
8042 AR,52.52261,6.04709
4061,43.6379,-70.7469
B3T,44.68199,-63.74431
B0H 1E0,45.36539,-62.1354
85225,33.3191,-111.82
38570,36.3812,-85.3033
15234,52.36275,14.52435
D15 Y9VK,53.38305,-6.3846
32669,29.64,-82.61
98188,47.4488,-122.28
17726,41.1248,-77.43
73155,35.4202,-97.4376
18702,41.27757,-75.74878
97122,45.1667,-123.829
43732,39.8492,-81.6527
RG1 9TW,51.45426,-0.97813
98817,47.7993,-119.989
88341,33.4964,-105.741
95619,38.6774,-120.809
75046,32.916,-96.6422
A0B,47.26858,-53.88599
17839,41.0036,-76.4553
70784,30.8895,-91.3502
61541,40.9824,-89.2315
68859,41.58945,-98.78842
47272,39.42,-85.62
71069,32.9696,-93.9801
V3S 8E5,49.10269,-122.69079
2355,41.9209,-70.7967
43128,39.6674,-83.5739
40982,36.9454,-83.7171
56058,44.4473,-93.865
2914,41.8122,-71.3625
10472,40.8295,-73.8705
22739,38.5217,-77.6098
98375,47.1033,-122.324
51350,43.2803,-95.5625
20535,38.894,-77.0249
61911,39.71,-88.46
37888,36.31726,-83.61408
27882,35.9282,-78.1066
76104,32.7282,-97.3172
33596,27.8835,-82.255
63438,39.9602,-91.6731
79550,32.7176,-100.918
63439,39.8591,-91.8902
62670,39.7375,-89.904
77450,29.73884,-95.758
97109,45.7444,-123.222
62878,38.5816,-88.4678
26629,38.5731,-80.7117
17504,40.0244,-76.3311
RG1 9UN,51.45426,-0.97813
31810,32.5798,-84.5505
43550,41.3555,-84.2178
15022,40.1402,-79.9469
19082,39.96345,-75.25018
R0G 0A1,49.69724,-97.28932
13112,43.15937,-76.44985
B0H 1L0,45.18232,-61.65218
V5H 3Z7,49.23357,-123.02244
50539,43.2626,-94.3886
25410,39.3623,-77.7627
47274,38.98722,-85.89139
61863,39.9186,-88.2733
31556,31.4096,-82.1118
75303,32.783,-96.777
60515,41.79148,-88.0557
18058,40.89508,-75.45778
66518,39.9578,-96.6375
66503,39.34214,-96.66916
66734,37.6163,-94.86
77969,28.7896,-96.6694
55103,44.9629,-93.1246
32337,30.4772,-84.0217
3874,42.8873,-70.8685
34274,27.1186,-82.4447
82718,44.23035,-105.42924
16255,41.1366,-79.4729
79855,31.04,-104.83
7108,40.723,-74.2005
41230,37.9848,-82.5857
30477,32.8848,-82.3929
28606,36.05351,-81.27391
T2G 2W1,51.03737,-114.05208
18220,40.8497,-76.064
N4W,43.73342,-80.95147
98626,46.19261,-122.89206
53813,42.8455,-90.7175
23404,37.6454,-75.6687
38902,33.75163,-89.81304
80212,39.775,-105.049
10970,41.18,-74.05
56356,45.6316,-94.7523
89115,36.2159,-115.067
81224,38.8937,-106.92
59754,45.47659,-112.69058
47112,38.1945,-86.1397
57792,44.6275,-102.454
39423,31.0408,-88.8997
49749,45.45118,-84.55571
83645,44.36587,-116.75486
83860,48.1927,-116.54
N4N 1P6,44.1526,-81.02541
23289,37.5436,-77.4487
2110,42.3568,-71.0536
56449,46.11072,-94.26289
28310,35.1267,-79.1659
20841,39.1915,-77.3238
94285,38.5554,-121.497
28909,35.0046,-83.8954
43907,40.2595,-81.0198
23608,37.1394,-76.5688
29412,32.7248,-79.9608
98828,47.2913,-120.188
27512,35.7695,-78.7966
72355,34.65442,-90.73309
17364,39.935,-76.8948
55556,44.8143,-93.9189
50003,41.612,-93.98784
67525,38.5656,-98.5907
7035,40.9238,-74.3037
682031,9.97672,76.27687
88056,31.8343,-109.031
56440,46.1523,-94.9589
44889,41.32338,-82.41378
21702,39.47566,-77.42137
54956,44.16,-88.47
22935,38.2663,-78.5808
33446,26.4619,-80.2129
92657,33.5931,-117.831
92149,32.6766,-117.065
83811,48.029,-116.307
60631,41.995,-87.8116
43830,40.0488,-82.1238
25335,38.3502,-81.6328
35952,34.02621,-86.32609
37179,35.75118,-86.93
38075,35.3349,-89.1217
27282,35.99,-79.93
60060,42.2786,-88.0314
67439,38.83634,-98.33075
33862,27.3154,-81.3766
4637,45.1795,-67.7751
P0G,45.41168,-80.08548
64014,39.0139,-94.2531
61563,40.5143,-90.0909
47954,39.8732,-86.90275
50702,42.4658,-92.3208
43467,41.2431,-83.4899
93586,34.6981,-118.135
73933,36.73,-102.51
2660,41.69348,-70.16261
95427,39.2991,-123.602
10471,40.9103,-73.90284
78026,28.7931,-98.5108
46561,41.6413,-86.0747
53176,42.6418,-88.4116
85501,33.63866,-110.79622
56654,48.5075,-93.9033
11576,40.8044,-73.641
49820,46.1962,-85.8201
60013,42.2,-88.24
68041,41.27719,-96.51431
45209,39.1528,-84.4263
65713,37.4019,-92.7434
16667,40.15571,-78.51106
49242,41.8825,-84.6162
L4G 6J1,44.01778,-79.44831
92836,33.8744,-117.904
53549,42.969,-88.7445
65279,39.0019,-92.5027
43551,41.65281,-83.53787
78382,28.2335,-96.9422
2476,42.4139,-71.1769
72167,34.445,-92.6447
16695,40.2105,-78.3585
77378,30.4217,-95.4482
91724,34.0808,-117.854
47331,39.68671,-85.17996
27291,36.4,-79.16
21228,39.2711,-76.7461
C0A 1J0,46.23989,-63.50028
99607,61.6147,-160.178
31007,32.175,-83.926
38042,35.1562,-89.1177
65616,36.6858,-93.2638
79347,34.22,-102.72
57046,43.01618,-97.35166
64625,39.7424,-93.8148
52050,42.6016,-91.3112
35401,33.23,-87.54
E6C 1J3,46.12705,-66.60627
26146,39.48813,-81.03455
90063,34.05001,-118.18285
94044,37.6009,-122.484
23294,37.6299,-77.5433
50075,42.2973,-93.5256
41348,37.4863,-83.3327
78572,26.1348,-98.30474
30177,34.4238,-84.3777
41044,38.6457,-83.9679
95458,39.0684,-122.773
32745,28.6276,-81.3595
28464,34.7654,-78.0309
5453,44.4908,-73.1116
66966,39.7854,-97.7523
21762,39.4848,-77.2441
68777,42.94871,-98.59408
28772,35.1075,-82.8104
62567,39.6552,-89.1953
82301,41.78,-107.22
7850,40.9033,-74.6603
2081,42.149,-71.259
44060,41.71122,-81.37218
14006,42.58835,-79.01765
58554,46.81111,-101.05319
67041,38.0435,-97.0975
26519,39.59897,-79.70116
V6B 2A8,49.27791,-123.11389
50122,42.296,-93.2893
4654,44.84866,-67.55608
48348,42.7676,-83.4033
93907,36.76,-121.65
67621,39.8722,-99.1364
62922,37.6114,-88.807
64745,38.1692,-94.5511
13619,43.9769,-75.558
65548,36.9676,-91.7186
88119,34.43924,-104.60998
A1N 1L5,47.52064,-52.80768
A0A 3R0,46.98054,-53.50992
53011,43.64555,-88.01552
78254,29.5262,-98.7174
63601,37.84,-90.52
54637,43.9227,-90.2717
53013,43.5797,-87.8561
37228,36.1957,-86.8081
34232,27.3263,-82.4723
97409,44.1269,-123.261
76064,32.3223,-97.0025
76379,33.6564,-98.4696
24484,38.1451,-79.826
36916,32.2463,-88.0818
14837,42.5,-77.0162
43657,41.6772,-83.5604
33820,27.8717,-81.716
75049,32.8564,-96.6031
10036,40.7593,-73.9902
56368,45.451,-94.5436
70009,30.0103,-90.1625
18977,40.287,-74.8773
61478,40.7223,-90.7308
99343,46.5851,-119.157
26451,39.2036,-80.3477
52601,40.8532,-91.1004
75098,33.0138,-96.5409
52777,41.8735,-90.8033
12480,42.1212,-74.3938
32901,28.08363,-80.60811
13093,43.4989,-76.3861
31057,32.46543,-83.86685
6505,41.308,-72.9244
30097,34.038,-84.1695
23968,36.7291,-78.5295
46383,41.47309,-87.06114
65617,37.4798,-93.3624
73004,35.1303,-97.789
98812,48.14126,-119.67783
18246,40.9738,-76.1651
53402,42.7994,-87.8239
52255,41.81631,-90.96295
14055,42.55,-78.6
93444,35.01778,-120.58278
12140,42.67366,-73.55941
49901,47.2988,-88.3972
55319,45.44,-93.99
78102,28.4569,-97.768
83425,43.84135,-112.43577
44814,41.30255,-82.51462
41727,37.36,-83.3231
1022,42.1968,-72.5424
78238,29.49244,-98.61057
20523,38.895,-77.0462
26037,40.3379,-80.5796
24086,37.2799,-80.6556
45365,40.28422,-84.1555
44662,40.70566,-81.4938
B4N 4K1,45.02839,-64.48269
61372,41.4675,-89.0831
45416,39.8084,-84.2603
79525,32.5959,-99.8682
43724,39.74656,-81.4279
93706,36.6563,-119.905
EH16 4SA,55.92212,-3.13483
45741,39.0873,-82.21293
77957,28.93409,-96.53564
59634,46.43,-112.01
102 40,59.33678,18.07378
22604,39.3103,-78.32
71253,32.9983,-91.3143
98923,46.6637,-120.73
30624,34.1789,-83.033
15336,40.2573,-79.9962
75027,33.0364,-97.0715
18343,40.9,-75.11
85215,33.5316,-111.646
26342,39.0064,-80.8672
52746,41.7163,-90.6755
45846,40.42702,-84.74004
42064,37.3359,-88.1049
35756,34.6563,-86.8143
97462,43.4584,-123.338
52035,42.6454,-91.192
25511,38.0355,-82.3444
21157,39.55427,-76.99026
32231,30.2919,-81.6347
52584,40.63328,-92.24335
32505,30.456,-87.2602
27022,36.5142,-80.215
57750,43.53444,-101.99015
B0J,44.83143,-62.97555
43138,39.41951,-82.52349
67159,37.4278,-98.3002
99772,65.49361,-167.68417
27884,35.7134,-77.2687
18947,40.42597,-75.13934
43552,41.5568,-83.6273
58642,47.21216,-102.72602
65401,37.94,-91.76
20619,38.2957,-76.5457
4358,44.396,-69.5864
76040,32.8215,-97.1051
72865,35.3284,-93.6345
33566,28.0005,-82.0788
37919,35.9158,-84.0014
50144,40.7255,-93.7298
14760,42.097,-78.4026
98589,46.847,-122.833
76475,32.5368,-98.52117
90717,33.7935,-118.317
26134,39.3518,-81.2939
51532,41.18354,-95.20579
38001,35.8146,-89.2051
20896,39.0354,-77.0929
73126,35.457,-97.49
76005,32.7531,-97.0591
97102,45.7986,-123.93
37179,35.80074,-86.9047
27341,35.55881,-79.65946
54500,48.65495,6.18523
46254,39.846,-86.2642
40583,38.1367,-84.4731
12040,42.6328,-73.3562
18103,40.5705,-75.4824
36121,32.3864,-86.1478
27356,35.4331,-79.7861
38878,33.88,-89.17
32501,30.44,-87.18
25114,37.9598,-81.7731
79346,33.64,-102.874
60026,42.0926,-87.8398
84036,40.67745,-111.28102
31327,31.4657,-81.2497
62810,38.1927,-88.7599
59354,46.1308,-104.46
17735,41.6147,-76.8676
11378,40.7294,-73.90659
50862,40.7877,-94.6359
28351,34.84512,-79.47039
95853,38.6054,-121.443
84533,37.5306,-110.394
48043,42.59,-82.88
8406,39.3406,-74.4859
84605,40.2233,-111.675
12016,42.9294,-74.3166
5609,44.287,-72.604
72064,34.7916,-91.5681
72376,35.0849,-90.2496
52038,42.6018,-91.5416
45833,40.8243,-84.3284
5001,43.66374,-72.3697
95993,39.0841,-121.691
99737,63.59972,-144.68667
ME1 1PB,51.39151,0.5069
94245,38.5854,-121.493
48653,44.5111,-84.6042
1053,42.36441,-72.69397
18929,40.25384,-75.07864
V8W 1W2,48.42625,-123.36856
46819,40.9649,-85.1332
77077,29.751,-95.6143
20884,39.141,-77.1944
61912,39.5227,-88.0363
95012,36.76,-121.75
49328,42.6312,-85.7541
24569,37.042,-79.1425
V3A 3Y6,49.10418,-122.66035
J6E,46.01401,-73.4178
56524,46.3318,-95.5928
2038,42.0862,-71.411
52726,41.49448,-90.7082
841239,26.20799,84.10327
908,18.4462,-66.0799
36721,32.0555,-87.5662
89054,35.87053,-115.23694
19969,38.7516,-75.1884
16130,41.4323,-80.2002
75373,32.786,-96.8278
46769,40.6579,-84.9519
28746,35.4643,-82.171
75432,33.396,-95.591
64844,36.8998,-94.263
30154,33.7515,-84.7475
49685,44.63571,-85.62293
62244,38.164,-90.1984
7011,40.85843,-74.16376
35610,34.9524,-87.273
8321,39.2377,-75.1719
J0B 1R0,45.48269,-71.65996
64492,39.5039,-94.5556
23061,37.40986,-76.52662
37150,36.5345,-85.78359
60077,42.0345,-87.7578
65051,38.4764,-91.7793
80913,38.7465,-104.794
12161,42.5317,-73.8476
75845,31.05,-95.12
84144,40.76819,-111.89188
78065,29.0939,-98.6695
36093,32.4857,-86.1515
19352,39.7848,-75.891
96059,40.4569,-121.813
99136,46.6857,-117.947
68438,40.6268,-96.7445
T8N,53.63048,-113.62564
79025,34.9105,-102.199
21750,39.6875,-78.2112
24549,36.7419,-79.4614
70789,30.9487,-91.0552
53121,42.6386,-88.45977
11233,40.6783,-73.9203
45050,39.44429,-84.38574
41033,38.72834,-84.39625
99163,46.7352,-117.182
V8R 3E4,48.44182,-123.31643
86033,36.6698,-110.52155
35650,34.57954,-87.26613
38459,35.1717,-86.7746
92101,32.71574,-117.16108
4779,47.1619,-68.2532
62423,39.4506,-87.6062
12485,42.2063,-74.1044
17751,41.01729,-77.52083
46935,40.9477,-86.4046
44681,40.54145,-81.7218
55123,44.8042,-93.1373
1012 CM,52.37022,4.89517
28247,35.1049,-80.8224
42078,37.31866,-88.30781
80204,39.735,-105.02
46040,40.21532,-86.02637
85924,34.4334,-109.653
66612,39.0407,-95.6808
37207,36.2387,-86.78
L0K 1R0,44.74756,-79.80856
34143,26.4288,-81.4387
98837,47.14964,-119.24372
91110,34.1556,-118.154
65020,37.99531,-92.65907
37070,36.3233,-86.7133
48758,43.4093,-83.6775
27198,36.1003,-80.2498
45822,40.5555,-84.6061
11722,40.7853,-73.1929
72022,34.5942,-92.5003
15344,39.9187,-80.0564
35204,33.5216,-86.8416
61061,41.9961,-89.2976
12424,42.2488,-74.1521
64016,39.11028,-94.25522
V4V,50.05486,-119.41479
37073,36.4312,-86.8077
42633,36.73562,-84.94745
96763,20.8351,-156.927
98624,46.3352,-124.003
560083,12.85744,77.59085
76182,32.7968,-97.1932
61018,42.4143,-89.5568
1929,42.6303,-70.7811
68753,42.8918,-99.4537
67003,37.1109,-98.0386
67530,38.30381,-98.77015
41621,37.6233,-82.7238
32340,30.448,-83.4079
18052,40.65723,-75.49855
30161,34.2392,-85.1693
38060,45.89663,10.93967
26346,39.2993,-81.0581
10081,40.714,-74.0062
56065,43.8912,-94.04911
5065,43.78,-72.4059
33419,26.7753,-80.0584
4224,44.5803,-70.4003
EH1 3TB,55.95325,-3.18827
77006,29.74316,-95.3876
60404,41.5199,-88.2016
6755,41.6576,-73.479
73851,36.6348,-99.684
44836,41.2373,-83.0841
80498,39.6255,-106.076
38676,34.64038,-90.38871
87310,35.70307,-108.63925
76624,31.656,-96.98
44627,40.6693,-81.8428
85254,33.6184,-111.952
18003,40.6439,-75.435
46064,40.00865,-85.73025
71067,32.6281,-93.4774
72366,34.5424,-90.9843
60084,42.2651,-88.1403
79235,33.9416,-101.3
64084,39.44612,-94.01688
98467,47.202,-122.538
92203,33.74729,-116.30312
20260,38.8774,-77.0179
32455,30.5802,-85.9508
19360,39.7826,-75.8758
E1C,46.08782,-64.77823
53039,43.31139,-88.7201
53511,42.54223,-89.22761
16120,40.8867,-80.4685
82510,42.9707,-108.584
41059,39.0009,-84.3405
14131,43.2313,-78.9077
63827,36.2779,-89.8768
36507,30.8772,-87.7146
54937,43.80722,-88.48488
93722,36.7968,-119.931
77230,29.6958,-95.3872
19107,39.9516,-75.1581
N0L,42.68447,-81.79784
10465,40.8262,-73.8242
N6K 4L2,42.95315,-81.33115
2535,41.33524,-70.80079
G5L 4K7,48.43898,-68.53497
55066,44.58,-92.6
26361,39.3686,-80.3182
45211,39.09,-84.51
41041,38.436,-83.6931
43340,40.5373,-83.48
R0J,50.41018,-99.57042
96916,13.2635,144.67
75235,32.8302,-96.8477
44867,41.1385,-82.993
29654,34.4397,-82.4387
4758,46.5413,-67.8411
96754,22.2092,-159.379
5860,44.7955,-72.0983
43518,41.55644,-84.76885
41093,38.48452,-83.63658
74429,35.977,-95.6229
20082,38.8937,-77.0123
2717,41.7554,-70.9742
8914 AT,53.19859,5.77441
65762,36.7078,-92.6528
14012,43.3351,-78.5281
4411,44.8872,-68.5663
39464,31.4763,-89.0262
76374,33.3281,-98.6734
34102,26.1323,-81.7987
3585,44.2344,-71.9186
41828,37.2882,-82.7884
4743,47.0224,-68.6923
94014,37.68591,-122.46515
16317,41.4998,-79.8736
10458,40.85883,-73.88512
49837,45.8921,-87.0533
57651,45.5329,-103.091
35183,32.9668,-86.3634
32553,31.67103,-106.35403
29379,34.78652,-81.46204
52552,40.79238,-92.61738
75766,32.01989,-95.20939
110 00,50.08507,14.43287
38562,36.3364,-85.664
78505,26.2031,-98.2299
11042,40.7597,-73.6903
76716,31.4554,-97.096
33953,27.0038,-82.2122
39149,31.8243,-90.0226
18510,41.4074,-75.6414
46815,41.1037,-85.0584
85205,33.4351,-111.72
2019,46.98407,28.87358
4851,43.857,-68.8876
42002,37.0835,-88.6003
93432,35.4928,-120.492
30442,32.7727,-81.9794
22903,38.0198,-78.571
87021,35.1714,-107.897
56629,48.6069,-94.172
B0P 1R0,44.99169,-64.93941
RG1 9SD,51.45426,-0.97813
2025,52.40819,4.656
37931,35.97877,-84.13296
18443,41.6554,-75.0823
64503,39.7328,-94.8068
52733,41.8444,-90.1885
15870,41.58,-78.68
13027,43.15937,-76.44985
71457,31.75,-93.09
3805,43.2364,-70.8206
32,49.72253,20.25034
10009,40.7255,-73.9785
54481,44.49358,-89.55873
98105,47.6619,-122.296
33686,27.8682,-82.5276
1150-343,38.72225,-9.13934
R0G 2C0,49.13494,-97.38815
93265,36.169,-118.67
95043,36.5501,-120.942
97138,45.90122,-123.50401
18653,41.3942,-75.8222
3826,42.8884,-71.1292
55120,44.86675,-93.14256
94065,37.5341,-122.248
62546,39.423,-89.4553
57068,43.5799,-96.5062
21921,39.67067,-75.86994
8080,39.76622,-75.14419
4281,44.2182,-70.476
62868,38.62896,-88.2169
59341,46.7428,-104.791
15134,40.3427,-79.8524
47982,40.17,-87.47
62975,37.6418,-89.3529
98577,46.6357,-123.603
43445,41.55755,-83.33659
38477,35.0397,-87.0069
59865,47.3306,-114.009
74843,34.6589,-96.7668
39110,32.4732,-90.05286
26181,39.1996,-81.6802
53969,43.4957,-89.3004
98047,47.2721,-122.243
70186,30.0062,-90.0028
AB24 5HT,57.14972,-2.09428
19953,39.1491,-75.6974
76705,31.60163,-97.09876
11435,40.7006,-73.8099
53224,43.163,-88.0409
38113,35.1033,-90.1356
71834,33.09271,-93.90933
62362,39.7966,-90.7415
67638,39.61922,-98.90246
61843,40.2986,-88.3691
42134,36.75263,-86.44734
53544,42.8804,-89.8958
66091,38.1625,-95.3255
76528,31.4347,-97.8286
60526,41.8338,-87.8701
2647,41.6311,-70.3076
60638,41.76417,-87.78125
21505,39.5925,-78.8338
45068,39.5416,-84.0704
55447,45.01648,-93.4621
21085,39.4408,-76.3547
20008,38.9372,-77.0584
63750,37.1313,-90.1949
28410,34.1258,-77.9543
83337,43.3007,-115.05
34610,28.41,-82.54288
22963,37.86,-78.26
99630,60.0987,-166.381
45071,39.3304,-84.4086
67460,38.36945,-97.78643
84017,40.9186,-111.141
46555,41.3106,-85.701
97002,45.20237,-122.78854
95634,38.92389,-120.79694
5050,44.2588,-72.0585
47435,39.2773,-86.3001
64060,39.36,-94.36
97209,45.5303,-122.685
92652,33.5434,-117.782
18351,40.9233,-75.0966
85333,32.81887,-113.4434
62320,39.9881,-91.14681
37110,35.64035,-85.83665
47631,38.1204,-87.8907
29081,33.09,-81.01
31302,32.14326,-81.37789
55811,46.8401,-92.218
18614,41.47202,-76.34383
24818,37.5826,-81.6671
85940,34.2578,-109.692
28439,34.306,-79.0026
2460,42.35195,-71.20674
70079,30.0285,-90.4077
4280,44.1181,-70.0556
31516,31.325,-82.2365
20771,38.9974,-76.853
54757,45.15716,-91.58829
51031,42.8133,-96.1951
65101,38.5003,-92.1516
59528,48.5957,-110.428
6241,41.8462,-71.88784
2807,41.16166,-71.58426
L2G 1S8,43.0897,-79.09046
26852,39.2648,-78.8988
83861,47.32963,-116.55572
55037,46.0267,-92.8059
29169,33.9656,-81.08956
27359,36.0211,-79.3614
V3C 3G3,49.26284,-122.78107
15617,40.2672,-79.6569
85333,33.18143,-113.23602
77369,30.4527,-94.7689
L2 2DP,53.40837,-2.99157
75799,32.316,-95.2523
89109,36.1362,-115.157
20444,38.8974,-77.0092
49090,42.4049,-86.2175
50012,42.0227,-93.6493
13775,42.3431,-75.1366
17578,40.2484,-76.2239
79464,33.5336,-101.918
3770,43.54375,-72.25286
34265,27.21,-81.85
50847,41.1409,-94.9792
47384,39.89,-85.57
18247,41.0397,-76.0049
18244,40.8254,-75.6697
44041,41.8595,-80.95398
15231,40.5025,-80.1921
5061,43.9336,-72.5899
10928,41.3282,-74.0421
20121,38.8175,-77.4601
60050,42.34,-88.29
WD17 2NJ,51.46102,-0.14348
19507,40.4905,-76.2826
72843,35.5145,-92.9758
48335,42.44679,-83.39005
88203,33.3655,-104.532
12428,41.7473,-74.4565
84534,37.2729,-109.337
31763,31.681,-84.28463
54211,45.1572,-87.1587
4773,47.3188,-68.2238
24985,37.6114,-80.7059
280,60.20662,24.89975
95554,40.2627,-123.871
65625,36.676,-93.7917
LE4 9HR,52.66143,-1.08006
88347,32.7847,-105.644
39666,31.35934,-90.60788
80236,39.6516,-105.039
19006,40.12633,-75.06179
88132,34.0445,-103.136
40162,37.7532,-86.0633
34432,29.0855,-82.3867
16603,40.5188,-78.3952
77040,29.868,-95.5359
60542,41.8068,-88.3366
71656,33.5879,-91.8077
